Fecha,Producto,Dia_Semana,Es_Fin_Semana,Es_Feriado,Temporada,Cantidad_Vendida,Precio
2019-06-03,Pan Integral,1,0,0,Invierno,112,0.5
2019-06-03,Pan de Molde,1,0,0,Invierno,192,6.5
2019-06-03,Petit Pain,1,0,0,Invierno,111,0.2
2019-06-03,Postre,1,0,0,Invierno,57,8.5
2019-06-04,Baguette,2,0,0,Invierno,307,2.5
2019-06-04,Cachito,2,0,0,Invierno,294,0.5
2019-06-04,Ciabatta,2,0,0,Invierno,417,0.4
2019-06-04,Croissant,2,0,0,Invierno,465,2.5
2019-06-04,Empanada,2,0,0,Invierno,285,4.5
2019-06-04,Pan Francés,2,0,0,Invierno,915,0.3
2019-06-04,Pan Integral,2,0,0,Invierno,113,0.5
2019-06-04,Pan de Camote,2,0,0,Invierno,166,0.3
2019-06-04,Pan de Molde,2,0,0,Invierno,167,6.5
2019-06-04,Pan de Yema,2,0,0,Invierno,216,0.3
2019-06-04,Petit Pain,2,0,0,Invierno,97,0.2
2019-06-04,Postre,2,0,0,Invierno,60,8.5
2019-06-04,Torta,2,0,0,Invierno,21,45.0
2019-06-05,Baguette,3,0,0,Invierno,314,2.5
2019-06-05,Cachito,3,0,0,Invierno,269,0.5
2019-06-05,Ciabatta,3,0,0,Invierno,358,0.4
2019-06-05,Croissant,3,0,0,Invierno,483,2.5
2019-06-05,Empanada,3,0,0,Invierno,317,4.5
2019-06-05,Pan Francés,3,0,0,Invierno,1044,0.3
2019-06-05,Pan Integral,3,0,0,Invierno,116,0.5
2019-06-05,Pan de Camote,3,0,0,Invierno,133,0.3
2019-06-05,Pan de Molde,3,0,0,Invierno,161,6.5
2019-06-05,Pan de Yema,3,0,0,Invierno,255,0.3
2019-06-05,Petit Pain,3,0,0,Invierno,104,0.2
2019-06-05,Postre,3,0,0,Invierno,66,8.5
2019-06-06,Baguette,4,0,0,Invierno,385,2.5
2019-06-06,Cachito,4,0,0,Invierno,291,0.5
2019-06-06,Ciabatta,4,0,0,Invierno,334,0.4
2019-06-06,Croissant,4,0,0,Invierno,508,2.5
2019-06-06,Empanada,4,0,0,Invierno,288,4.5
2019-06-06,Pan Francés,4,0,0,Invierno,779,0.3
2019-06-06,Pan Integral,4,0,0,Invierno,128,0.5
2019-06-06,Pan de Camote,4,0,0,Invierno,140,0.3
2019-06-06,Pan de Molde,4,0,0,Invierno,162,6.5
2019-06-06,Pan de Yema,4,0,0,Invierno,235,0.3
2019-06-06,Petit Pain,4,0,0,Invierno,113,0.2
2019-06-06,Postre,4,0,0,Invierno,61,8.5
2019-06-06,Torta,4,0,0,Invierno,23,45.0
2019-06-07,Baguette,5,0,0,Invierno,350,2.5
2019-06-07,Cachito,5,0,0,Invierno,291,0.5
2019-06-07,Ciabatta,5,0,0,Invierno,459,0.4
2019-06-07,Croissant,5,0,0,Invierno,485,2.5
2019-06-07,Empanada,5,0,0,Invierno,345,4.5
2019-06-07,Pan Francés,5,0,0,Invierno,936,0.3
2019-06-07,Pan Integral,5,0,0,Invierno,143,0.5
2019-06-07,Pan de Camote,5,0,0,Invierno,151,0.3
2019-06-07,Pan de Molde,5,0,0,Invierno,164,6.5
2019-06-07,Pan de Yema,5,0,0,Invierno,194,0.3
2019-06-07,Petit Pain,5,0,0,Invierno,108,0.2
2019-06-07,Postre,5,0,0,Invierno,64,8.5
2019-06-07,Torta,5,0,0,Invierno,19,45.0
2019-06-08,Baguette,6,1,0,Invierno,446,2.5
2019-06-08,Cachito,6,1,0,Invierno,380,0.5
2019-06-08,Ciabatta,6,1,0,Invierno,482,0.4
2019-06-08,Croissant,6,1,0,Invierno,611,2.5
2019-06-08,Empanada,6,1,0,Invierno,499,4.5
2019-06-08,Pan Francés,6,1,0,Invierno,1307,0.3
2019-06-08,Pan Integral,6,1,0,Invierno,128,0.5
2019-06-08,Pan de Camote,6,1,0,Invierno,262,0.3
2019-06-08,Pan de Molde,6,1,0,Invierno,188,6.5
2019-06-08,Pan de Yema,6,1,0,Invierno,265,0.3
2019-06-08,Petit Pain,6,1,0,Invierno,131,0.2
2019-06-08,Postre,6,1,0,Invierno,124,8.5
2019-06-08,Torta,6,1,0,Invierno,42,45.0
2019-06-09,Baguette,7,1,0,Invierno,439,2.5
2019-06-09,Cachito,7,1,0,Invierno,424,0.5
2019-06-09,Ciabatta,7,1,0,Invierno,412,0.4
2019-06-09,Croissant,7,1,0,Invierno,557,2.5
2019-06-09,Empanada,7,1,0,Invierno,573,4.5
2019-06-09,Pan Francés,7,1,0,Invierno,1371,0.3
2019-06-09,Pan Integral,7,1,0,Invierno,124,0.5
2019-06-09,Pan de Camote,7,1,0,Invierno,174,0.3
2019-06-09,Pan de Molde,7,1,0,Invierno,202,6.5
2019-06-09,Pan de Yema,7,1,0,Invierno,288,0.3
2019-06-09,Petit Pain,7,1,0,Invierno,122,0.2
2019-06-09,Postre,7,1,0,Invierno,117,8.5
2019-06-09,Torta,7,1,0,Invierno,43,45.0
2019-06-10,Baguette,1,0,0,Invierno,353,2.5
2019-06-10,Cachito,1,0,0,Invierno,241,0.5
2019-06-10,Ciabatta,1,0,0,Invierno,466,0.4
2019-06-10,Croissant,1,0,0,Invierno,415,2.5
2019-06-10,Empanada,1,0,0,Invierno,364,4.5
2019-06-10,Pan Francés,1,0,0,Invierno,1011,0.3
2019-06-10,Pan Integral,1,0,0,Invierno,155,0.5
2019-06-10,Pan de Molde,1,0,0,Invierno,141,6.5
2019-06-10,Petit Pain,1,0,0,Invierno,110,0.2
2019-06-10,Postre,1,0,0,Invierno,61,8.5
2019-06-11,Baguette,2,0,0,Invierno,328,2.5
2019-06-11,Cachito,2,0,0,Invierno,275,0.5
2019-06-11,Ciabatta,2,0,0,Invierno,403,0.4
2019-06-11,Croissant,2,0,0,Invierno,451,2.5
2019-06-11,Empanada,2,0,0,Invierno,283,4.5
2019-06-11,Pan Francés,2,0,0,Invierno,832,0.3
2019-06-11,Pan Integral,2,0,0,Invierno,94,0.5
2019-06-11,Pan de Camote,2,0,0,Invierno,165,0.3
2019-06-11,Pan de Molde,2,0,0,Invierno,152,6.5
2019-06-11,Pan de Yema,2,0,0,Invierno,216,0.3
2019-06-11,Petit Pain,2,0,0,Invierno,113,0.2
2019-06-11,Postre,2,0,0,Invierno,59,8.5
2019-06-12,Baguette,3,0,0,Invierno,314,2.5
2019-06-12,Cachito,3,0,0,Invierno,235,0.5
2019-06-12,Ciabatta,3,0,0,Invierno,383,0.4
2019-06-12,Croissant,3,0,0,Invierno,429,2.5
2019-06-12,Empanada,3,0,0,Invierno,281,4.5
2019-06-12,Pan Francés,3,0,0,Invierno,903,0.3
2019-06-12,Pan Integral,3,0,0,Invierno,118,0.5
2019-06-12,Pan de Camote,3,0,0,Invierno,141,0.3
2019-06-12,Pan de Molde,3,0,0,Invierno,151,6.5
2019-06-12,Pan de Yema,3,0,0,Invierno,212,0.3
2019-06-12,Petit Pain,3,0,0,Invierno,113,0.2
2019-06-12,Postre,3,0,0,Invierno,54,8.5
2019-06-12,Torta,3,0,0,Invierno,17,45.0
2019-06-13,Baguette,4,0,0,Invierno,301,2.5
2019-06-13,Cachito,4,0,0,Invierno,318,0.5
2019-06-13,Ciabatta,4,0,0,Invierno,371,0.4
2019-06-13,Croissant,4,0,0,Invierno,496,2.5
2019-06-13,Empanada,4,0,0,Invierno,366,4.5
2019-06-13,Pan Francés,4,0,0,Invierno,1121,0.3
2019-06-13,Pan Integral,4,0,0,Invierno,144,0.5
2019-06-13,Pan de Camote,4,0,0,Invierno,157,0.3
2019-06-13,Pan de Molde,4,0,0,Invierno,175,6.5
2019-06-13,Pan de Yema,4,0,0,Invierno,217,0.3
2019-06-13,Petit Pain,4,0,0,Invierno,112,0.2
2019-06-13,Postre,4,0,0,Invierno,64,8.5
2019-06-13,Torta,4,0,0,Invierno,20,45.0
2019-06-14,Baguette,5,0,0,Invierno,380,2.5
2019-06-14,Cachito,5,0,0,Invierno,285,0.5
2019-06-14,Ciabatta,5,0,0,Invierno,415,0.4
2019-06-14,Croissant,5,0,0,Invierno,507,2.5
2019-06-14,Empanada,5,0,0,Invierno,437,4.5
2019-06-14,Pan Francés,5,0,0,Invierno,1043,0.3
2019-06-14,Pan Integral,5,0,0,Invierno,148,0.5
2019-06-14,Pan de Camote,5,0,0,Invierno,160,0.3
2019-06-14,Pan de Molde,5,0,0,Invierno,142,6.5
2019-06-14,Pan de Yema,5,0,0,Invierno,200,0.3
2019-06-14,Petit Pain,5,0,0,Invierno,118,0.2
2019-06-14,Postre,5,0,0,Invierno,66,8.5
2019-06-14,Torta,5,0,0,Invierno,23,45.0
2019-06-15,Baguette,6,1,0,Invierno,551,2.5
2019-06-15,Cachito,6,1,0,Invierno,365,0.5
2019-06-15,Ciabatta,6,1,0,Invierno,518,0.4
2019-06-15,Croissant,6,1,0,Invierno,599,2.5
2019-06-15,Empanada,6,1,0,Invierno,475,4.5
2019-06-15,Pan Francés,6,1,0,Invierno,1163,0.3
2019-06-15,Pan Integral,6,1,0,Invierno,142,0.5
2019-06-15,Pan de Camote,6,1,0,Invierno,235,0.3
2019-06-15,Pan de Molde,6,1,0,Invierno,193,6.5
2019-06-15,Pan de Yema,6,1,0,Invierno,278,0.3
2019-06-15,Petit Pain,6,1,0,Invierno,128,0.2
2019-06-15,Postre,6,1,0,Invierno,128,8.5
2019-06-15,Torta,6,1,0,Invierno,47,45.0
2019-06-16,Baguette,7,1,0,Invierno,498,2.5
2019-06-16,Cachito,7,1,0,Invierno,387,0.5
2019-06-16,Ciabatta,7,1,0,Invierno,451,0.4
2019-06-16,Croissant,7,1,0,Invierno,538,2.5
2019-06-16,Empanada,7,1,0,Invierno,515,4.5
2019-06-16,Pan Francés,7,1,0,Invierno,1201,0.3
2019-06-16,Pan Integral,7,1,0,Invierno,143,0.5
2019-06-16,Pan de Camote,7,1,0,Invierno,211,0.3
2019-06-16,Pan de Molde,7,1,0,Invierno,176,6.5
2019-06-16,Pan de Yema,7,1,0,Invierno,290,0.3
2019-06-16,Petit Pain,7,1,0,Invierno,133,0.2
2019-06-16,Postre,7,1,0,Invierno,110,8.5
2019-06-16,Torta,7,1,0,Invierno,47,45.0
2019-06-17,Baguette,1,0,0,Invierno,312,2.5
2019-06-17,Cachito,1,0,0,Invierno,309,0.5
2019-06-17,Ciabatta,1,0,0,Invierno,417,0.4
2019-06-17,Croissant,1,0,0,Invierno,403,2.5
2019-06-17,Empanada,1,0,0,Invierno,305,4.5
2019-06-17,Pan Francés,1,0,0,Invierno,1002,0.3
2019-06-17,Pan Integral,1,0,0,Invierno,140,0.5
2019-06-17,Pan de Molde,1,0,0,Invierno,174,6.5
2019-06-17,Petit Pain,1,0,0,Invierno,119,0.2
2019-06-17,Postre,1,0,0,Invierno,64,8.5
2019-06-17,Torta,1,0,0,Invierno,25,45.0
2019-06-18,Baguette,2,0,0,Invierno,274,2.5
2019-06-18,Cachito,2,0,0,Invierno,275,0.5
2019-06-18,Ciabatta,2,0,0,Invierno,415,0.4
2019-06-18,Croissant,2,0,0,Invierno,360,2.5
2019-06-18,Empanada,2,0,0,Invierno,274,4.5
2019-06-18,Pan Francés,2,0,0,Invierno,1016,0.3
2019-06-18,Pan Integral,2,0,0,Invierno,122,0.5
2019-06-18,Pan de Camote,2,0,0,Invierno,130,0.3
2019-06-18,Pan de Molde,2,0,0,Invierno,163,6.5
2019-06-18,Pan de Yema,2,0,0,Invierno,214,0.3
2019-06-18,Petit Pain,2,0,0,Invierno,90,0.2
2019-06-18,Postre,2,0,0,Invierno,66,8.5
2019-06-19,Baguette,3,0,0,Invierno,263,2.5
2019-06-19,Cachito,3,0,0,Invierno,278,0.5
2019-06-19,Ciabatta,3,0,0,Invierno,329,0.4
2019-06-19,Croissant,3,0,0,Invierno,447,2.5
2019-06-19,Empanada,3,0,0,Invierno,363,4.5
2019-06-19,Pan Francés,3,0,0,Invierno,900,0.3
2019-06-19,Pan Integral,3,0,0,Invierno,125,0.5
2019-06-19,Pan de Camote,3,0,0,Invierno,161,0.3
2019-06-19,Pan de Molde,3,0,0,Invierno,178,6.5
2019-06-19,Pan de Yema,3,0,0,Invierno,200,0.3
2019-06-19,Petit Pain,3,0,0,Invierno,102,0.2
2019-06-19,Postre,3,0,0,Invierno,59,8.5
2019-06-20,Baguette,4,0,0,Invierno,302,2.5
2019-06-20,Cachito,4,0,0,Invierno,252,0.5
2019-06-20,Ciabatta,4,0,0,Invierno,403,0.4
2019-06-20,Croissant,4,0,0,Invierno,461,2.5
2019-06-20,Empanada,4,0,0,Invierno,368,4.5
2019-06-20,Pan Francés,4,0,0,Invierno,905,0.3
2019-06-20,Pan Integral,4,0,0,Invierno,134,0.5
2019-06-20,Pan de Camote,4,0,0,Invierno,163,0.3
2019-06-20,Pan de Molde,4,0,0,Invierno,166,6.5
2019-06-20,Pan de Yema,4,0,0,Invierno,206,0.3
2019-06-20,Petit Pain,4,0,0,Invierno,91,0.2
2019-06-20,Postre,4,0,0,Invierno,57,8.5
2019-06-20,Torta,4,0,0,Invierno,19,45.0
2019-06-21,Baguette,5,0,0,Invierno,285,2.5
2019-06-21,Cachito,5,0,0,Invierno,283,0.5
2019-06-21,Ciabatta,5,0,0,Invierno,354,0.4
2019-06-21,Croissant,5,0,0,Invierno,400,2.5
2019-06-21,Empanada,5,0,0,Invierno,325,4.5
2019-06-21,Pan Francés,5,0,0,Invierno,993,0.3
2019-06-21,Pan Integral,5,0,0,Invierno,136,0.5
2019-06-21,Pan de Camote,5,0,0,Invierno,155,0.3
2019-06-21,Pan de Molde,5,0,0,Invierno,150,6.5
2019-06-21,Pan de Yema,5,0,0,Invierno,224,0.3
2019-06-21,Petit Pain,5,0,0,Invierno,130,0.2
2019-06-21,Postre,5,0,0,Invierno,66,8.5
2019-06-21,Torta,5,0,0,Invierno,19,45.0
2019-06-22,Baguette,6,1,0,Invierno,414,2.5
2019-06-22,Cachito,6,1,0,Invierno,400,0.5
2019-06-22,Ciabatta,6,1,0,Invierno,548,0.4
2019-06-22,Croissant,6,1,0,Invierno,669,2.5
2019-06-22,Empanada,6,1,0,Invierno,552,4.5
2019-06-22,Pan Francés,6,1,0,Invierno,1300,0.3
2019-06-22,Pan Integral,6,1,0,Invierno,119,0.5
2019-06-22,Pan de Camote,6,1,0,Invierno,239,0.3
2019-06-22,Pan de Molde,6,1,0,Invierno,212,6.5
2019-06-22,Pan de Yema,6,1,0,Invierno,243,0.3
2019-06-22,Petit Pain,6,1,0,Invierno,127,0.2
2019-06-22,Postre,6,1,0,Invierno,122,8.5
2019-06-22,Torta,6,1,0,Invierno,49,45.0
2019-06-23,Baguette,7,1,0,Invierno,465,2.5
2019-06-23,Cachito,7,1,0,Invierno,377,0.5
2019-06-23,Ciabatta,7,1,0,Invierno,429,0.4
2019-06-23,Croissant,7,1,0,Invierno,670,2.5
2019-06-23,Empanada,7,1,0,Invierno,480,4.5
2019-06-23,Pan Francés,7,1,0,Invierno,1174,0.3
2019-06-23,Pan Integral,7,1,0,Invierno,141,0.5
2019-06-23,Pan de Camote,7,1,0,Invierno,241,0.3
2019-06-23,Pan de Molde,7,1,0,Invierno,193,6.5
2019-06-23,Pan de Yema,7,1,0,Invierno,265,0.3
2019-06-23,Petit Pain,7,1,0,Invierno,122,0.2
2019-06-23,Postre,7,1,0,Invierno,105,8.5
2019-06-23,Torta,7,1,0,Invierno,46,45.0
2019-06-24,Baguette,1,0,0,Invierno,362,2.5
2019-06-24,Cachito,1,0,0,Invierno,297,0.5
2019-06-24,Ciabatta,1,0,0,Invierno,373,0.4
2019-06-24,Croissant,1,0,0,Invierno,402,2.5
2019-06-24,Empanada,1,0,0,Invierno,343,4.5
2019-06-24,Pan Francés,1,0,0,Invierno,989,0.3
2019-06-24,Pan Integral,1,0,0,Invierno,157,0.5
2019-06-24,Pan de Molde,1,0,0,Invierno,140,6.5
2019-06-24,Petit Pain,1,0,0,Invierno,115,0.2
2019-06-24,Postre,1,0,0,Invierno,57,8.5
2019-06-25,Baguette,2,0,0,Invierno,291,2.5
2019-06-25,Cachito,2,0,0,Invierno,271,0.5
2019-06-25,Ciabatta,2,0,0,Invierno,368,0.4
2019-06-25,Croissant,2,0,0,Invierno,422,2.5
2019-06-25,Empanada,2,0,0,Invierno,332,4.5
2019-06-25,Pan Francés,2,0,0,Invierno,865,0.3
2019-06-25,Pan Integral,2,0,0,Invierno,136,0.5
2019-06-25,Pan de Camote,2,0,0,Invierno,149,0.3
2019-06-25,Pan de Molde,2,0,0,Invierno,147,6.5
2019-06-25,Pan de Yema,2,0,0,Invierno,243,0.3
2019-06-25,Petit Pain,2,0,0,Invierno,107,0.2
2019-06-25,Postre,2,0,0,Invierno,51,8.5
2019-06-25,Torta,2,0,0,Invierno,22,45.0
2019-06-26,Baguette,3,0,0,Invierno,345,2.5
2019-06-26,Cachito,3,0,0,Invierno,327,0.5
2019-06-26,Ciabatta,3,0,0,Invierno,342,0.4
2019-06-26,Croissant,3,0,0,Invierno,370,2.5
2019-06-26,Empanada,3,0,0,Invierno,273,4.5
2019-06-26,Pan Francés,3,0,0,Invierno,1035,0.3
2019-06-26,Pan Integral,3,0,0,Invierno,136,0.5
2019-06-26,Pan de Camote,3,0,0,Invierno,176,0.3
2019-06-26,Pan de Molde,3,0,0,Invierno,159,6.5
2019-06-26,Pan de Yema,3,0,0,Invierno,207,0.3
2019-06-26,Petit Pain,3,0,0,Invierno,109,0.2
2019-06-26,Postre,3,0,0,Invierno,66,8.5
2019-06-26,Torta,3,0,0,Invierno,21,45.0
2019-06-27,Baguette,4,0,0,Invierno,357,2.5
2019-06-27,Cachito,4,0,0,Invierno,302,0.5
2019-06-27,Ciabatta,4,0,0,Invierno,366,0.4
2019-06-27,Croissant,4,0,0,Invierno,407,2.5
2019-06-27,Empanada,4,0,0,Invierno,332,4.5
2019-06-27,Pan Francés,4,0,0,Invierno,868,0.3
2019-06-27,Pan Integral,4,0,0,Invierno,160,0.5
2019-06-27,Pan de Camote,4,0,0,Invierno,158,0.3
2019-06-27,Pan de Molde,4,0,0,Invierno,196,6.5
2019-06-27,Pan de Yema,4,0,0,Invierno,206,0.3
2019-06-27,Petit Pain,4,0,0,Invierno,112,0.2
2019-06-27,Postre,4,0,0,Invierno,57,8.5
2019-06-27,Torta,4,0,0,Invierno,22,45.0
2019-06-28,Baguette,5,0,0,Invierno,382,2.5
2019-06-28,Cachito,5,0,0,Invierno,288,0.5
2019-06-28,Ciabatta,5,0,0,Invierno,341,0.4
2019-06-28,Croissant,5,0,0,Invierno,447,2.5
2019-06-28,Empanada,5,0,0,Invierno,366,4.5
2019-06-28,Pan Francés,5,0,0,Invierno,953,0.3
2019-06-28,Pan Integral,5,0,0,Invierno,130,0.5
2019-06-28,Pan de Camote,5,0,0,Invierno,180,0.3
2019-06-28,Pan de Molde,5,0,0,Invierno,181,6.5
2019-06-28,Pan de Yema,5,0,0,Invierno,216,0.3
2019-06-28,Petit Pain,5,0,0,Invierno,108,0.2
2019-06-28,Postre,5,0,0,Invierno,56,8.5
2019-06-28,Torta,5,0,0,Invierno,20,45.0
2019-06-29,Baguette,6,1,1,Invierno,789,2.5
2019-06-29,Cachito,6,1,1,Invierno,494,0.5
2019-06-29,Ciabatta,6,1,1,Invierno,613,0.4
2019-06-29,Croissant,6,1,1,Invierno,1003,2.5
2019-06-29,Empanada,6,1,1,Invierno,994,4.5
2019-06-29,Pan Francés,6,1,1,Invierno,2024,0.3
2019-06-29,Pan Integral,6,1,1,Invierno,126,0.5
2019-06-29,Pan de Camote,6,1,1,Invierno,275,0.3
2019-06-29,Pan de Molde,6,1,1,Invierno,191,6.5
2019-06-29,Pan de Yema,6,1,1,Invierno,366,0.3
2019-06-29,Petit Pain,6,1,1,Invierno,148,0.2
2019-06-29,Postre,6,1,1,Invierno,150,8.5
2019-06-29,Torta,6,1,1,Invierno,109,45.0
2019-06-30,Baguette,7,1,0,Invierno,607,2.5
2019-06-30,Cachito,7,1,0,Invierno,413,0.5
2019-06-30,Ciabatta,7,1,0,Invierno,525,0.4
2019-06-30,Croissant,7,1,0,Invierno,765,2.5
2019-06-30,Empanada,7,1,0,Invierno,474,4.5
2019-06-30,Pan Francés,7,1,0,Invierno,1224,0.3
2019-06-30,Pan Integral,7,1,0,Invierno,146,0.5
2019-06-30,Pan de Camote,7,1,0,Invierno,226,0.3
2019-06-30,Pan de Molde,7,1,0,Invierno,178,6.5
2019-06-30,Pan de Yema,7,1,0,Invierno,280,0.3
2019-06-30,Petit Pain,7,1,0,Invierno,128,0.2
2019-06-30,Postre,7,1,0,Invierno,99,8.5
2019-06-30,Torta,7,1,0,Invierno,47,45.0
2019-07-01,Baguette,1,0,0,Invierno,324,2.5
2019-07-01,Cachito,1,0,0,Invierno,243,0.5
2019-07-01,Ciabatta,1,0,0,Invierno,428,0.4
2019-07-01,Croissant,1,0,0,Invierno,414,2.5
2019-07-01,Empanada,1,0,0,Invierno,324,4.5
2019-07-01,Pan Francés,1,0,0,Invierno,960,0.3
2019-07-01,Pan Integral,1,0,0,Invierno,117,0.5
2019-07-01,Pan de Molde,1,0,0,Invierno,182,6.5
2019-07-01,Petit Pain,1,0,0,Invierno,138,0.2
2019-07-01,Postre,1,0,0,Invierno,57,8.5
2019-07-01,Torta,1,0,0,Invierno,19,45.0
2019-07-02,Baguette,2,0,0,Invierno,384,2.5
2019-07-02,Cachito,2,0,0,Invierno,279,0.5
2019-07-02,Ciabatta,2,0,0,Invierno,312,0.4
2019-07-02,Croissant,2,0,0,Invierno,296,2.5
2019-07-02,Empanada,2,0,0,Invierno,318,4.5
2019-07-02,Pan Francés,2,0,0,Invierno,1049,0.3
2019-07-02,Pan Integral,2,0,0,Invierno,151,0.5
2019-07-02,Pan de Camote,2,0,0,Invierno,145,0.3
2019-07-02,Pan de Molde,2,0,0,Invierno,129,6.5
2019-07-02,Pan de Yema,2,0,0,Invierno,220,0.3
2019-07-02,Petit Pain,2,0,0,Invierno,109,0.2
2019-07-02,Postre,2,0,0,Invierno,58,8.5
2019-07-03,Baguette,3,0,0,Invierno,326,2.5
2019-07-03,Cachito,3,0,0,Invierno,258,0.5
2019-07-03,Ciabatta,3,0,0,Invierno,337,0.4
2019-07-03,Croissant,3,0,0,Invierno,404,2.5
2019-07-03,Empanada,3,0,0,Invierno,271,4.5
2019-07-03,Pan Francés,3,0,0,Invierno,864,0.3
2019-07-03,Pan Integral,3,0,0,Invierno,114,0.5
2019-07-03,Pan de Camote,3,0,0,Invierno,172,0.3
2019-07-03,Pan de Molde,3,0,0,Invierno,152,6.5
2019-07-03,Pan de Yema,3,0,0,Invierno,225,0.3
2019-07-03,Petit Pain,3,0,0,Invierno,103,0.2
2019-07-03,Postre,3,0,0,Invierno,51,8.5
2019-07-04,Baguette,4,0,0,Invierno,367,2.5
2019-07-04,Cachito,4,0,0,Invierno,313,0.5
2019-07-04,Ciabatta,4,0,0,Invierno,401,0.4
2019-07-04,Croissant,4,0,0,Invierno,470,2.5
2019-07-04,Empanada,4,0,0,Invierno,313,4.5
2019-07-04,Pan Francés,4,0,0,Invierno,1149,0.3
2019-07-04,Pan Integral,4,0,0,Invierno,139,0.5
2019-07-04,Pan de Camote,4,0,0,Invierno,166,0.3
2019-07-04,Pan de Molde,4,0,0,Invierno,196,6.5
2019-07-04,Pan de Yema,4,0,0,Invierno,231,0.3
2019-07-04,Petit Pain,4,0,0,Invierno,97,0.2
2019-07-04,Postre,4,0,0,Invierno,60,8.5
2019-07-04,Torta,4,0,0,Invierno,20,45.0
2019-07-05,Baguette,5,0,0,Invierno,319,2.5
2019-07-05,Cachito,5,0,0,Invierno,284,0.5
2019-07-05,Ciabatta,5,0,0,Invierno,388,0.4
2019-07-05,Croissant,5,0,0,Invierno,474,2.5
2019-07-05,Empanada,5,0,0,Invierno,318,4.5
2019-07-05,Pan Francés,5,0,0,Invierno,1127,0.3
2019-07-05,Pan Integral,5,0,0,Invierno,145,0.5
2019-07-05,Pan de Camote,5,0,0,Invierno,157,0.3
2019-07-05,Pan de Molde,5,0,0,Invierno,168,6.5
2019-07-05,Pan de Yema,5,0,0,Invierno,173,0.3
2019-07-05,Petit Pain,5,0,0,Invierno,90,0.2
2019-07-05,Postre,5,0,0,Invierno,54,8.5
2019-07-05,Torta,5,0,0,Invierno,21,45.0
2019-07-06,Baguette,6,1,0,Invierno,459,2.5
2019-07-06,Cachito,6,1,0,Invierno,346,0.5
2019-07-06,Ciabatta,6,1,0,Invierno,476,0.4
2019-07-06,Croissant,6,1,0,Invierno,622,2.5
2019-07-06,Empanada,6,1,0,Invierno,534,4.5
2019-07-06,Pan Francés,6,1,0,Invierno,1128,0.3
2019-07-06,Pan Integral,6,1,0,Invierno,146,0.5
2019-07-06,Pan de Camote,6,1,0,Invierno,231,0.3
2019-07-06,Pan de Molde,6,1,0,Invierno,143,6.5
2019-07-06,Pan de Yema,6,1,0,Invierno,301,0.3
2019-07-06,Petit Pain,6,1,0,Invierno,130,0.2
2019-07-06,Postre,6,1,0,Invierno,110,8.5
2019-07-06,Torta,6,1,0,Invierno,41,45.0
2019-07-07,Baguette,7,1,0,Invierno,536,2.5
2019-07-07,Cachito,7,1,0,Invierno,356,0.5
2019-07-07,Ciabatta,7,1,0,Invierno,543,0.4
2019-07-07,Croissant,7,1,0,Invierno,724,2.5
2019-07-07,Empanada,7,1,0,Invierno,572,4.5
2019-07-07,Pan Francés,7,1,0,Invierno,1258,0.3
2019-07-07,Pan Integral,7,1,0,Invierno,135,0.5
2019-07-07,Pan de Camote,7,1,0,Invierno,226,0.3
2019-07-07,Pan de Molde,7,1,0,Invierno,198,6.5
2019-07-07,Pan de Yema,7,1,0,Invierno,305,0.3
2019-07-07,Petit Pain,7,1,0,Invierno,117,0.2
2019-07-07,Postre,7,1,0,Invierno,114,8.5
2019-07-07,Torta,7,1,0,Invierno,46,45.0
2019-07-08,Baguette,1,0,0,Invierno,345,2.5
2019-07-08,Cachito,1,0,0,Invierno,290,0.5
2019-07-08,Ciabatta,1,0,0,Invierno,456,0.4
2019-07-08,Croissant,1,0,0,Invierno,500,2.5
2019-07-08,Empanada,1,0,0,Invierno,327,4.5
2019-07-08,Pan Francés,1,0,0,Invierno,1023,0.3
2019-07-08,Pan Integral,1,0,0,Invierno,136,0.5
2019-07-08,Pan de Molde,1,0,0,Invierno,185,6.5
2019-07-08,Petit Pain,1,0,0,Invierno,102,0.2
2019-07-08,Postre,1,0,0,Invierno,56,8.5
2019-07-09,Baguette,2,0,0,Invierno,273,2.5
2019-07-09,Cachito,2,0,0,Invierno,292,0.5
2019-07-09,Ciabatta,2,0,0,Invierno,371,0.4
2019-07-09,Croissant,2,0,0,Invierno,376,2.5
2019-07-09,Empanada,2,0,0,Invierno,345,4.5
2019-07-09,Pan Francés,2,0,0,Invierno,917,0.3
2019-07-09,Pan Integral,2,0,0,Invierno,115,0.5
2019-07-09,Pan de Camote,2,0,0,Invierno,167,0.3
2019-07-09,Pan de Molde,2,0,0,Invierno,173,6.5
2019-07-09,Pan de Yema,2,0,0,Invierno,244,0.3
2019-07-09,Petit Pain,2,0,0,Invierno,94,0.2
2019-07-09,Postre,2,0,0,Invierno,61,8.5
2019-07-09,Torta,2,0,0,Invierno,22,45.0
2019-07-10,Baguette,3,0,0,Invierno,289,2.5
2019-07-10,Cachito,3,0,0,Invierno,232,0.5
2019-07-10,Ciabatta,3,0,0,Invierno,393,0.4
2019-07-10,Croissant,3,0,0,Invierno,424,2.5
2019-07-10,Empanada,3,0,0,Invierno,337,4.5
2019-07-10,Pan Francés,3,0,0,Invierno,841,0.3
2019-07-10,Pan Integral,3,0,0,Invierno,133,0.5
2019-07-10,Pan de Camote,3,0,0,Invierno,172,0.3
